acquisition_date,area,chance_of_rain,channel,date,highest_temperatures,lowest_temperatures,weather,wind_speed
2017-08-06 18:15:28.058565,1,90,10,2017-08-08,30,25,曇時々雨,
2017-08-06 18:15:28.058565,1,20,10,2017-08-09,35,25,曇時々晴,
2017-08-06 18:15:28.058565,1,30,10,2017-08-10,33,25,曇時々晴,
2017-08-06 18:15:28.058565,1,30,10,2017-08-11,32,25,曇時々晴,
2017-08-06 18:15:28.058565,1,40,10,2017-08-12,31,24,曇り,
2017-08-06 18:15:28.058565,1,30,10,2017-08-13,31,24,曇時々晴,
