acquisition_date,chance_of_rain,channel,date,highest_temperatures,lowest_temperatures,weather,wind_speed
2017-08-09 14:08:24.019040,40,10,2017-08-11,30,23,曇り,
2017-08-09 14:08:24.019040,40,10,2017-08-12,30,24,曇り,
2017-08-09 14:08:24.019040,30,10,2017-08-13,30,24,曇時々晴,
2017-08-09 14:08:24.019040,30,10,2017-08-14,29,23,曇時々晴,
2017-08-09 14:08:24.019040,50,10,2017-08-15,28,23,曇時々雨,
2017-08-09 14:08:24.019040,50,10,2017-08-16,30,23,曇時々雨,
