acquisition_date,chance_of_rain,channel,date,highest_temperatures,lowest_temperatures,weather,wind_speed
2017-08-28 10:14:55.657706,50,43,2017-08-31,21,15,曇一時雨,
2017-08-28 10:14:55.657706,60,43,2017-09-01,21,15,曇一時雨,
2017-08-28 10:14:55.657706,40,43,2017-09-02,21,15,曇,
2017-08-28 10:14:55.657706,30,43,2017-09-03,21,13,曇時々晴,
2017-08-28 10:14:55.657706,80,43,2017-09-04,20,11,晴のち雨,
2017-08-28 10:14:55.657706,80,43,2017-09-05,18,14,雨,
2017-08-28 10:14:55.657706,80,43,2017-09-06,22,15,雨時々曇,
