acquisition_date,chance_of_rain,channel,date,humidity,precipitation,temperatures,time,weather,wind_direction,wind_speed
2017-09-04 14:24:51.677930,10,44,2017-09-04,100,0,13.3,23:00:00,曇り,静穏,0
2017-09-04 14:24:51.677930,10,44,2017-09-04,98,0,13.3,23:59:59,曇り,静穏,0
2017-09-04 14:24:51.677930,10,44,2017-09-05,98,0,12.8,01:00:00,曇り,静穏,0
2017-09-04 14:24:51.677930,10,44,2017-09-05,98,0,12.4,02:00:00,曇り,静穏,0
2017-09-04 14:24:51.677930,10,44,2017-09-05,96,0,12.0,03:00:00,曇り,静穏,0
2017-09-04 14:24:51.677930,10,44,2017-09-05,96,0,12.5,04:00:00,曇り,西北西,1
2017-09-04 14:24:51.677930,10,44,2017-09-05,96,0,12.9,05:00:00,曇り,西北西,1
2017-09-04 14:24:51.677930,0,44,2017-09-05,100,0,12.9,06:00:00,曇り,西北西,1
2017-09-04 14:24:51.677930,0,44,2017-09-05,100,0,12.6,07:00:00,晴れ,静穏,0
2017-09-04 14:24:51.677930,0,44,2017-09-05,98,0,13.7,08:00:00,晴れ,東南東,1
2017-09-04 14:24:51.677930,0,44,2017-09-05,82,0,16.5,09:00:00,晴れ,東南東,1
2017-09-04 14:24:51.677930,0,44,2017-09-05,66,0,18.5,10:00:00,晴れ,東南東,1
2017-09-04 14:24:51.677930,0,44,2017-09-05,60,0,19.6,11:00:00,晴れ,南東,1
2017-09-04 14:24:51.677930,0,44,2017-09-05,56,0,20.7,12:00:00,晴れ,南東,1
2017-09-04 14:24:51.677930,0,44,2017-09-05,56,0,21.6,13:00:00,晴れ,南東,1
2017-09-04 14:24:51.677930,0,44,2017-09-05,58,0,20.4,14:00:00,晴れ,東南東,1
2017-09-04 14:24:51.677930,0,44,2017-09-05,60,0,19.6,15:00:00,晴れ,東南東,1
2017-09-04 14:24:51.677930,0,44,2017-09-05,66,0,18.3,16:00:00,曇り,東南東,1
2017-09-04 14:24:51.677930,0,44,2017-09-05,74,0,17.5,17:00:00,曇り,南東,1
2017-09-04 14:24:51.677930,10,44,2017-09-05,84,0,16.6,18:00:00,曇り,南南東,1
2017-09-04 14:24:51.677930,10,44,2017-09-05,88,0,16.6,19:00:00,曇り,南南東,1
2017-09-04 14:24:51.677930,10,44,2017-09-05,92,0,16.7,20:00:00,曇り,南南東,1
2017-09-04 14:24:51.677930,10,44,2017-09-05,96,0,16.1,21:00:00,曇り,静穏,0
2017-09-04 14:24:51.677930,10,44,2017-09-05,100,0,15.5,22:00:00,曇り,静穏,0
2017-09-04 14:24:51.677930,20,44,2017-09-05,100,0,15.4,23:00:00,曇り,静穏,0
2017-09-04 14:24:51.677930,20,44,2017-09-05,100,0,15.3,23:59:59,曇り,静穏,0
2017-09-04 14:24:51.677930,30,44,2017-09-06,100,0,15.2,01:00:00,曇り,静穏,0
2017-09-04 14:24:51.677930,30,44,2017-09-06,98,0,15.0,02:00:00,曇り,静穏,0
2017-09-04 14:24:51.677930,30,44,2017-09-06,98,0,14.8,03:00:00,曇り,南西,1
2017-09-04 14:24:51.677930,50,44,2017-09-06,98,0,15.2,04:00:00,小雨,南西,1
2017-09-04 14:24:51.677930,60,44,2017-09-06,98,0,14.5,05:00:00,小雨,南西,1
2017-09-04 14:24:51.677930,50,44,2017-09-06,100,0,15.0,06:00:00,小雨,南西,1
2017-09-04 14:24:51.677930,60,44,2017-09-06,100,1,14.7,07:00:00,弱雨,南南西,1
2017-09-04 14:24:51.677930,70,44,2017-09-06,98,1,14.5,08:00:00,弱雨,南南東,1
2017-09-04 14:24:51.677930,70,44,2017-09-06,100,2,14.6,09:00:00,弱雨,南東,1
2017-09-04 14:24:51.677930,70,44,2017-09-06,100,1,15.5,10:00:00,弱雨,南東,1
2017-09-04 14:24:51.677930,70,44,2017-09-06,100,2,15.1,11:00:00,弱雨,南東,1
2017-09-04 14:24:51.677930,70,44,2017-09-06,100,2,15.7,12:00:00,弱雨,南東,1
2017-09-04 14:24:51.677930,60,44,2017-09-06,100,1,15.7,13:00:00,弱雨,南東,1
2017-09-04 14:24:51.677930,60,44,2017-09-06,100,1,15.9,14:00:00,弱雨,南東,1
2017-09-04 14:24:51.677930,60,44,2017-09-06,100,1,16.8,15:00:00,弱雨,南東,1
2017-09-04 14:24:51.677930,60,44,2017-09-06,100,1,16.4,16:00:00,弱雨,南東,1
2017-09-04 14:24:51.677930,60,44,2017-09-06,100,2,15.8,17:00:00,弱雨,南南東,1
2017-09-04 14:24:51.677930,50,44,2017-09-06,100,2,15.4,18:00:00,弱雨,南,1
2017-09-04 14:24:51.677930,50,44,2017-09-06,100,2,15.2,19:00:00,弱雨,南,1
2017-09-04 14:24:51.677930,40,44,2017-09-06,100,2,15.4,20:00:00,弱雨,南南西,1
2017-09-04 14:24:51.677930,40,44,2017-09-06,100,2,15.4,21:00:00,弱雨,静穏,0
2017-09-04 14:24:51.677930,40,44,2017-09-06,100,0,16.6,22:00:00,小雨,静穏,0
2017-09-04 14:24:51.677930,60,44,2017-09-06,100,0,16.6,23:00:00,小雨,西南西,1
2017-09-04 14:24:51.677930,50,44,2017-09-06,100,0,16.6,23:59:59,小雨,西,1
